style_id,max_cart_qty,availability,qty_on_hand,qty_on_order,qty_total_inv,qty_sold_last_6m,qty_avg/mo,months_of_supply,xyz_cost,qty_xyz_cost,wholesale_price,country_of_origin,warranty,band_color,band_material,case_material,dial_color,case_size,gender,color,retail_price,collection,clasp_type,water_resistance,movement_type,proposal_priority,status,planned_order,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12
am4141,10000,,,,,,,,45.15,,64.5,japan - jp,2 - year international limited warranty,silver,stainless steel,stainless steel,mother of pearl,28.0,ladies,mother of pearl,129.0,serena,no clasp type reported,5 atm,quartz,,no status reported,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,15.0,15.111111111111112,15.111111111111112,15.111111111111112,15.111111111111112,15.111111111111112,15.111111111111112,15.111111111111112,15.111111111111112,15.111111111111112,22.666666666666668,22.666666666666668,22.666666666666668,14.888888888888888,14.888888888888888,14.888888888888888,14.888888888888888,14.888888888888888,14.888888888888888,14.888888888888888,14.888888888888888,14.888888888888888,22.333333333333332,22.333333333333332,22.333333333333332,10.518518518518519,10.518518518518519,10.518518518518519,10.518518518518519,10.518518518518519,10.518518518518519,10.518518518518519,10.518518518518519,10.518518518518519,15.777777777777779,15.777777777777779,15.777777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am4183,10000,,,,,,,,45.15,,64.5,japan - jp,2 - year international limited warranty,gold,stainless steel,stainless steel,mother of pearl,28.0,ladies,mother of pearl,129.0,colleague,deployment,10 atm,quartz,,discd,,5.185185185185185,5.185185185185185,5.185185185185185,5.185185185185185,5.185185185185185,5.185185185185185,5.185185185185185,5.185185185185185,5.185185185185185,7.777777777777778,7.777777777777778,7.777777777777778,12.592592592592593,12.592592592592593,12.592592592592593,12.592592592592593,12.592592592592593,12.592592592592593,12.592592592592593,12.592592592592593,12.592592592592593,18.88888888888889,18.88888888888889,18.88888888888889,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,19.333333333333332,19.333333333333332,19.333333333333332,9.703703703703704,9.703703703703704,9.703703703703704,9.703703703703704,9.703703703703704,9.703703703703704,9.703703703703704,9.703703703703704,9.703703703703704,14.555555555555555,14.555555555555555,14.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am4481,no max quantity reported,,,,,,,,52.15,,74.5,no country reported,no warranty reported,no color reported,no material reported,no material reported,no color reported,40.0,ladies,no color reported,149.0,cecile,no clasp type reported,no water resistance reported,no movement type reported,,no status reported,,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,8.0,8.0,8.0,9.851851851851853,9.851851851851853,9.851851851851853,9.851851851851853,9.851851851851853,9.851851851851853,9.851851851851853,9.851851851851853,9.851851851851853,14.777777777777779,14.777777777777779,14.777777777777779,18.59259259259259,18.59259259259259,18.59259259259259,18.59259259259259,18.59259259259259,18.59259259259259,18.59259259259259,18.59259259259259,18.59259259259259,27.88888888888889,27.88888888888889,27.88888888888889,2.444444444444444,2.444444444444444,2.444444444444444,2.444444444444444,2.444444444444444,2.444444444444444,2.444444444444444,2.444444444444444,2.444444444444444,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am4482,no max quantity reported,,,,,,,,57.74999999999999,,82.5,no country reported,no warranty reported,no color reported,no material reported,no material reported,no color reported,no case size reported,ladies,no color reported,165.0,cecile,no clasp type reported,no water resistance reported,no movement type reported,,discd,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.148148148148147,12.148148148148147,12.148148148148147,12.148148148148147,12.148148148148147,12.148148148148147,12.148148148148147,12.148148148148147,12.148148148148147,18.22222222222222,18.22222222222222,18.22222222222222,10.222222222222223,10.222222222222223,10.222222222222223,10.222222222222223,10.222222222222223,10.222222222222223,10.222222222222223,10.222222222222223,10.222222222222223,15.333333333333334,15.333333333333334,15.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am4483,no max quantity reported,,,,,,,,59.15,,84.5,no country reported,no warranty reported,no color reported,no material reported,no material reported,no color reported,40.0,ladies,no color reported,169.0,cecile,no clasp type reported,no water resistance reported,no movement type reported,,no status reported,,3.6296296296296293,3.6296296296296293,3.6296296296296293,3.6296296296296293,3.6296296296296293,3.6296296296296293,3.6296296296296293,3.6296296296296293,3.6296296296296293,5.444444444444444,5.444444444444444,5.444444444444444,7.851851851851852,7.851851851851852,7.851851851851852,7.851851851851852,7.851851851851852,7.851851851851852,7.851851851851852,7.851851851851852,7.851851851851852,11.777777777777779,11.777777777777779,11.777777777777779,10.888888888888888,10.888888888888888,10.888888888888888,10.888888888888888,10.888888888888888,10.888888888888888,10.888888888888888,10.888888888888888,10.888888888888888,16.333333333333332,16.333333333333332,16.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am4508,10000,,,,,,,,43.75,,62.5,japan - jp,2 - year international limited warranty,rose gold,stainless steel,stainless steel,gold,28.0,ladies,gold,125.0,serena,no clasp type reported,5 atm,quartz,,discd,,3.407407407407408,3.407407407407408,3.407407407407408,3.407407407407408,3.407407407407408,3.407407407407408,3.407407407407408,3.407407407407408,3.407407407407408,5.111111111111112,5.111111111111112,5.111111111111112,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,10.666666666666666,10.666666666666666,10.666666666666666,6.148148148148149,6.148148148148149,6.148148148148149,6.148148148148149,6.148148148148149,6.148148148148149,6.148148148148149,6.148148148148149,6.148148148148149,9.222222222222223,9.222222222222223,9.222222222222223,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,12.888888888888888,19.333333333333332,19.333333333333332,19.333333333333332,4.370370370370371,4.370370370370371,4.370370370370371,4.370370370370371,4.370370370370371,4.370370370370371,4.370370370370371,4.370370370370371,4.370370370370371,6.555555555555556,6.555555555555556,6.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am4509,no max quantity reported,,,,,,,,43.75,,62.5,no country reported,no warranty reported,no color reported,no material reported,no material reported,no color reported,no case size reported,ladies,no color reported,125.0,cecile,no clasp type reported,no water resistance reported,no movement type reported,,discd,,5.851851851851851,5.851851851851851,5.851851851851851,5.851851851851851,5.851851851851851,5.851851851851851,5.851851851851851,5.851851851851851,5.851851851851851,8.777777777777777,8.777777777777777,8.777777777777777,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,17.0,17.0,17.0,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am4511,no max quantity reported,,,,,,,,50.75,,72.5,no country reported,no warranty reported,no color reported,no material reported,no material reported,no color reported,no case size reported,ladies,no color reported,145.0,cecile,no clasp type reported,no water resistance reported,no movement type reported,,discd,,4.592592592592593,4.592592592592593,4.592592592592593,4.592592592592593,4.592592592592593,4.592592592592593,4.592592592592593,4.592592592592593,4.592592592592593,6.888888888888889,6.888888888888889,6.888888888888889,8.518518518518519,8.518518518518519,8.518518518518519,8.518518518518519,8.518518518518519,8.518518518518519,8.518518518518519,8.518518518518519,8.518518518518519,12.777777777777779,12.777777777777779,12.777777777777779,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.3703703703703704,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am4522,no max quantity reported,,,,,,,,57.74999999999999,,82.5,no country reported,no warranty reported,no color reported,no material reported,no material reported,no color reported,no case size reported,ladies,no color reported,165.0,cecile,no clasp type reported,no water resistance reported,no movement type reported,,discd,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.037037037037037,5.037037037037037,5.037037037037037,5.037037037037037,5.037037037037037,5.037037037037037,5.037037037037037,5.037037037037037,5.037037037037037,7.555555555555556,7.555555555555556,7.555555555555556,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
am4532,10000,,,,,,,,43.75,,62.5,japan - jp,2 - year international limited warranty,brown,leather,stainless steel,white,40.0,ladies,nude,125.0,cecile,buckle,10 atm,quartz,,discd,,3.4814814814814814,3.4814814814814814,3.4814814814814814,3.4814814814814814,3.4814814814814814,3.4814814814814814,3.4814814814814814,3.4814814814814814,3.4814814814814814,5.222222222222222,5.222222222222222,5.222222222222222,4.222222222222222,4.222222222222222,4.222222222222222,4.222222222222222,4.222222222222222,4.222222222222222,4.222222222222222,4.222222222222222,4.222222222222222,6.333333333333333,6.333333333333333,6.333333333333333,2.2962962962962963,2.2962962962962963,2.2962962962962963,2.2962962962962963,2.2962962962962963,2.2962962962962963,2.2962962962962963,2.2962962962962963,2.2962962962962963,3.4444444444444446,3.4444444444444446,3.4444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,3.5555555555555554,3.5555555555555554,3.5555555555555554,3.5555555555555554,3.5555555555555554,3.5555555555555554,3.5555555555555554,3.5555555555555554,5.333333333333333,5.333333333333333,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
